Tibetan	Description
ཡང་དག་པའི་མཐའ་རྣམ་པར་གནོན་	A bodhisattva.
ཡང་དག་པའི་མཐའ་	A synonym for ultimate truth, and a way of describing the attainment of perfection as the culmination of the spiritual path.
ཡང་དག་པའི་མཐའ་	The ultimate state that can be experienced in the realization of reality, and a near-synonym of nirvāṇa; sometimes also translated as “the reality limit” in contexts describing a partial nirvāṇa that needs to be transcended.
ཡང་དག་པའི་མཐའ་	This term has several meanings, depending on the context: (1) the dividing line between saṃsāra and nirvāṇa, (2) the inferior realization of the hearers and solitary buddhas, (3) the nature of phenomena (emptiness), and (4) full realization of the ultimate truth. In this text it is the second meaning that should be understood.
ཡང་དག་པའི་མཐའ་	This term has three meanings: (1) the ultimate nature, (2) the experience of the ultimate nature, and (3) the quiescent state of a worthy one to be avoided by bodhisattvas. See also https://read.84000.co/translation/UT22084-051-006.html#UT22084-051-006-6 and https://read.84000.co/translation/UT22084-051-006.html#UT22084-051-006-7 .
ཡང་དག་པའི་མཐའ་	A synonym of the ultimate reality. In the Mahāyāna sūtras, it has a somewhat negative flavor, connoting the Hinayāna concept of a static nirvāṇa. Sthiramati glosses the term as follows: “ ‘Reality’ means undistorted truth. ‘Limit’ means the extreme beyond which there is nothing to be known by anyone” (bhūtaṃ satyam aviparītamityarthaḥ / koṭiḥ paryanto yataḥ pareṇa-anyajjñeyaṃ nāsti…/).
ཡང་དག་པའི་མཐའ་	A synonym for ultimate reality, emptiness, dharmadhātu, and so forth—as either an ontological reality or a state of being—this compound is typically parsed as the “limit” or “frontier” (koṭi) of “reality” (bhūta), which is intended metaphorically, as it is consistently described, in a play on words, as “without limit” (akoṭi) or “infinite” (atyanta). This compound might also be parsed as the “final” or “true” (bhūta) “conclusion” or “goal” (koṭi), although the majority of cases and the Indian Buddhist commentarial tradition tend to support the former interpretation.
ཡང་དག་པའི་མཐ་	A synonym for ultimate reality and a way of describing the attainment of perfection as the culmination of the spiritual path.
ཡང་དག་པའི་ངག་	Third of the noble eightfold path.
ཡང་དག་པའི་ངག་	To show others—by means of teaching, debate, and writing—the nature of reality free from conceptual elaborations (Rigzin 377). See also “noble eightfold path,” “thirty-seven wings of enlightenment.”
ཡང་དག་པའི་རྟོག་པ་	Second of the noble eightfold path. Also translated as “correct thought.”
ཡང་དག་པའི་རྟོག་པ་	Also called “right determination,” “right thought,” it is to examine how the profound meaning understood through the study of texts complies with the teachings of the Buddha (Rigzin 377). See also “noble eightfold path,” “thirty-seven wings of enlightenment.”
ཡང་དག་པའི་རྩོལ་བ་	Sixth of the noble eightfold path.
ཡང་དག་པའི་རྩོལ་བ་	To meditate repeatedly on the meaning of reality that has already been seen or experienced; an antidote to the objects to be abandoned on the path of seeing (Rigzin 377). See also “noble eightfold path,” “thirty-seven wings of enlightenment.”
ཡང་དག་པའི་སྤོང་བ་བཞི་	Four types of effort consisting in abandoning existing negative mind states, abandoning the production of such states, giving rise to virtuous mind states that are not yet produced, and letting those states continue.
ཡང་དག་པའི་སྤོང་བ་བཞི་	Not giving rise to any negativity that has not yet arisen, abandoning those negativities that have arisen, actively giving rise to virtues that have not yet arisen, and causing those virtues that have arisen to increase.
ཡང་དག་པའི་སྤོང་བ་	The four kinds of exertion, belonging to the thirty-seven aids to awakening, are the efforts to prevent the occurrence of unskillful states, to abandon unskillful states already arisen, to develop skillful states, and to sustain and increase skillful states already arisen.
ཡང་དག་པའི་ཏིང་ངེ་འཛིན་	Eighth of the noble eightfold path.
ཡང་དག་པའི་ཏིང་ངེ་འཛིན་	Name of a meditative stabilization.
ཡང་དག་པའི་ཏིང་ངེ་འཛིན་	Also called “right concentration,” it is to establish meditative concentration free from the faults of laxity and excitement; an antidote to hindrances (Rigzin 377). See also “noble eightfold path,” “thirty-seven wings of enlightenment.” Also rendered here as “right meditative concentration.”
ཡང་དག་པར་འཕགས་པ་	Name of the fifteenth meditative stability.
ཡང་དག་པར་འཕགས་པ་	Lit. “truly noble.” Name of a meditative stabilization.
ཡང་དག་པར་བླངས་པ་ཐམས་ཅད་ལས་རྒལ་བ་ཐེ་ཙོམ་གཅོད་པ་	Name of the thus-gone one of the world system Gentle Voice.
ཡང་དག་པར་བྱིན་པའི་བསླབ་བླངས་	A great bodhisattva.
ཡང་དག་པར་གཤེགས་པ་	A relic of the Sinitic vocabulary in Tibetan texts (see McKeown 2010, 23). {yang dag par gshegs pa} renders Chinese ru lai 如來, which in turn renders Sanskrit tathā + āgata (“thus come”). This was apparently given preference by the Chinese translators of canonical texts over ruqu 如去, Sanskrit tathā + gata (“thus gone”). According to R. A. Stein, Tibetan translators, while aware that ru lai 如來 was a translation of the Sanskrit compound tathāgata , chose to translate ru lai as {yang dag par gshegs pa} “perfectly (or purely) come (or gone).” By thus deviating from the original sense of the epithet they indirectly marked the Tibetan translation as potentially Chinese in origin (McKeown 2010, 23).
ཡང་དག་པར་ལྡན་པའི་ལུང་	The Connected Discourses, one of the four divisions of the Sūtrapiṭaka.
ཡང་དག་པར་ལྟ་བ་	Here, the opposite of wrong view, i.e., belief in karmic cause and effect.
ཡང་དག་པར་རྫོགས་པའི་བྱང་ཆུབ་	Manifesting the complete enlightenment of a buddha.
ཡང་དག་པར་རྫོགས་པའི་བྱང་ཆུབ་	A term commonly used to describe the complete spiritual awakening of a buddha.
ཡང་དག་པར་རྫོགས་པའི་སངས་རྒྱས་བདུན་པོ་	The best known of many sets of past buddhas, including Śākyamuni as the seventh, his three predecessors in this eon (Krakucchanda, Kanakamuni, and Kāśyapa), and the three last buddhas of the previous eon (Vipaśyin, Śikhin, and Viśvabhū).
ཡང་དག་པར་རྫོགས་པའི་སངས་རྒྱས་ཀྱི་ས་	Name of the tenth of the levels of realization attainable by bodhisattvas. See https://read.84000.co/translation/UT22084-031-002.html#UT22084-031-002-1282 .
ཡང་དག་པར་རྫོགས་པའི་སངས་རྒྱས་	“A perfect buddha.” A buddha who teaches the Dharma, as opposed to a pratyeka buddha, who does not teach.
ཡང་དག་པར་རྫོགས་པའི་སངས་རྒྱས་	Literally, “perfectly and completely awakened one,” this refers to a buddha who teaches the Dharma, as opposed to a pratyeka buddha.
ཡང་དག་པར་རྫོགས་པའི་སངས་རྒྱས་	An epithet of the buddhas, used both as an honorific and to distinguish them from beings of lesser realization such as arhats, solitary buddhas, and the like.
ཡང་དག་པར་རྫོགས་པའི་སངས་རྒྱས་	A perfect buddha: a buddha who teaches the Dharma and brings it into a world, as opposed to a pratyekabuddha, who does not teach the Dharma or bring it into a world.
ཡང་དག་པར་རྫོགས་པའི་སངས་རྒྱས་	A term used to emphasize the superiority of buddhahood when contrasted with the achievement of the arhats and pratyekabuddhas. A samyaksaṃbuddha is considered superior by virtue of his compassionate activity, his omniscience and his ten special powers.
ཡང་དག་པར་རྫོགས་པའི་སངས་རྒྱས་	The attainment of a buddha, who has gained total freedom from conditioned existence, overcome all tendencies imprinted on the mind as a result of a long association with afflicted mental states, and fully manifested all aspects of buddha body, speech, and mind. Also translated here as “completely perfect buddha.”
ཡང་དག་པར་སྦོང་བ་བཞི་	Four correct ways in which to strive, sometimes also employed to explain “right effort” in the context of the noble path with eight parts. They are abandoning nonvirtuous dharmas that have not yet arisen and those that have already arisen, generating virtuous dharmas that have yet to arise, and maintaining virtuous dharmas that have already arisen.
ཡང་དག་པར་སྦྱོར་བ་	Sexual union perceived as the union of wisdom and skillful means; space between two concave surfaces; the principle of sampuṭa personified; an epithet of Vajrasattva/Saṃvara.\nSee also https://read.84000.co/translation/UT22084-079-008-OLD.html#UT22084-079-008-OLD-14 .
ཡང་དག་པར་སྡུད་པར་འགྱུར་བའི་ཆོས་དྲུག་	Vasubandhu/Daṃṣṭrāsena’s Bṛhaṭṭīkā https://read.84000.co/translation/toh3808.html says these “are in the One Hundred Thousand” and lists them as “kindly physical action, kindly verbal action, kindly mental action, and a balanced morality, balanced view, and balanced livelihood.”
ཡང་དག་པར་སྡུད་པ་	The name of a karmic wind involved in the formation of an embryo in its fifth week.
ཡང་དག་པར་ཤེས་སྤ་	Possibly a reference to {yang dag par shes pa'i ye shes bzhi}, the “four right cognitions [of the mode of being of phenomena]” (Rangjung Yeshe).
ཡང་དག་པར་སྤང་བ་	Four types of relinquishment of abandoning existing negative mind states, abandoning the production of such states, giving rise to virtuous mind states that are not yet produced, and letting those states continue.
ཡང་དག་པར་སྤོང་བ་བཞི་	Ensuring that nonvirtuous qualities do not arise and are eliminated if they do; ensuring that virtuous qualities arise and ensuring that they remain and increase when they have arisen.
ཡང་དག་པར་སྤོང་བ་བཞི་	The four perfect endeavors are (1) relinquishing the existing evils and nonvirtues, (2) not giving rise to evils and nonvirtues currently absent, (3) giving rise to virtues not yet present, and (4) increasing virtues already developed.
ཡང་དག་པར་སྤོང་བ་བཞི་	Four types of right effort consisting in (1) abandoning existing negative mind states, (2) abandoning the production of such states, (3) giving rise to virtuous mind states that are not yet produced, and (4) letting those states continue.
